,TimeISO,01'HZ00'V100_Aussentemp.,01'Rl02'M101_Sollwert_Raumtemp.Aula_Tableau,01'H200'M800_Aula_RT.-unten,01'H200'M801_Aula_RT.-oben
1/1/2016 00:00,2016-01-01T00:00:00,4.912777778,22.23,27.32,18.15222222
1/1/2016 01:00,2016-01-01T01:00:00,5.1175,22.23,27.31333333,18.10416667
1/1/2016 02:00,2016-01-01T02:00:00,5.118333333,22.23,27.30333333,18.09916667
1/1/2016 03:00,2016-01-01T03:00:00,5.250833333,22.23,27.30166667,18.145
1/1/2016 04:00,2016-01-01T04:00:00,5.285,22.23,27.30666667,18.1225
1/1/2016 05:00,2016-01-01T05:00:00,5.4625,22.23,27.3,18.03083333
1/1/2016 06:00,2016-01-01T06:00:00,5.243333333,22.23,27.3,18.05416667
1/1/2016 07:00,2016-01-01T07:00:00,5.275,22.23,27.31333333,18.15833333
1/1/2016 08:00,2016-01-01T08:00:00,5.098333333,22.23,27.33,18.33416667
1/1/2016 09:00,2016-01-01T09:00:00,5.240833333,22.23,27.35,18.6075
1/1/2016 10:00,2016-01-01T10:00:00,4.576666667,22.23,27.3625,18.72666667
1/1/2016 11:00,2016-01-01T11:00:00,5.383333333,22.23,27.38,18.74666667
1/1/2016 12:00,2016-01-01T12:00:00,5.8475,22.23,27.38,18.75916667
1/1/2016 13:00,2016-01-01T13:00:00,5.903333333,22.23,27.39333333,18.78416667
1/1/2016 14:00,2016-01-01T14:00:00,5.581666667,22.23,27.4,18.73416667
1/1/2016 15:00,2016-01-01T15:00:00,5.675833333,22.23,27.4,18.8475
1/1/2016 16:00,2016-01-01T16:00:00,5.5575,22.23,27.405,18.8075
1/1/2016 17:00,2016-01-01T17:00:00,5.150833333,22.23,27.425,18.795
1/1/2016 18:00,2016-01-01T18:00:00,5.126666667,22.23,27.4225,18.7975
1/1/2016 19:00,2016-01-01T19:00:00,4.608333333,22.23,27.4225,18.76583333
1/1/2016 20:00,2016-01-01T20:00:00,3.844166667,22.23,27.41,18.72666667
1/1/2016 21:00,2016-01-01T21:00:00,4.931666667,22.23,27.4,18.71
1/1/2016 22:00,2016-01-01T22:00:00,5.418333333,22.23,27.39833333,18.51583333
1/1/2016 23:00,2016-01-01T23:00:00,5.293333333,22.23,27.38833333,18.565
2/1/2016 00:00,2016-01-02T00:00:00,5.2825,22.23,27.38,18.53166667
2/1/2016 01:00,2016-01-02T01:00:00,5.4775,22.23,27.3775,18.45166667
2/1/2016 02:00,2016-01-02T02:00:00,5.474166667,22.23,27.36,18.465
2/1/2016 03:00,2016-01-02T03:00:00,5.324166667,22.23,27.355,18.3725
2/1/2016 04:00,2016-01-02T04:00:00,5.165833333,22.23,27.3525,18.35833333
2/1/2016 05:00,2016-01-02T05:00:00,5.025,22.23,27.35,18.38166667
2/1/2016 06:00,2016-01-02T06:00:00,5.548333333,22.23,27.3475,18.32
2/1/2016 07:00,2016-01-02T07:00:00,5.600833333,22.23,27.32,18.21416667
2/1/2016 08:00,2016-01-02T08:00:00,5.285,22.23,27.30333333,18.2325
2/1/2016 09:00,2016-01-02T09:00:00,5.005833333,22.23,27.30166667,18.25916667
2/1/2016 10:00,2016-01-02T10:00:00,5.5225,22.23,27.295,18.20333333
2/1/2016 11:00,2016-01-02T11:00:00,5.645833333,22.23,27.29166667,18.2225
2/1/2016 12:00,2016-01-02T12:00:00,6.3825,22.23,27.29333333,18.24916667
2/1/2016 13:00,2016-01-02T13:00:00,7.018333333,22.23,27.265,18.12166667
2/1/2016 14:00,2016-01-02T14:00:00,7.0975,22.23,27.25,18.13333333
2/1/2016 15:00,2016-01-02T15:00:00,7.341666667,22.2375,27.24666667,18.11416667
2/1/2016 16:00,2016-01-02T16:00:00,6.481666667,22.23833333,27.245,18.1125
2/1/2016 17:00,2016-01-02T17:00:00,6.3725,22.2375,27.24666667,18.09416667
2/1/2016 18:00,2016-01-02T18:00:00,6.434166667,22.23166667,27.24666667,18.13916667
2/1/2016 19:00,2016-01-02T19:00:00,6.136666667,22.23,27.255,18.29083333
2/1/2016 20:00,2016-01-02T20:00:00,6.089166667,22.23,27.2575,18.35916667
2/1/2016 21:00,2016-01-02T21:00:00,6.451666667,22.23,27.265,18.37583333
2/1/2016 22:00,2016-01-02T22:00:00,6.440833333,22.23,27.2525,18.375
2/1/2016 23:00,2016-01-02T23:00:00,6.114166667,22.23,27.2675,18.47416667
3/1/2016 00:00,2016-01-03T00:00:00,5.75,22.23,27.2725,18.45333333
3/1/2016 01:00,2016-01-03T01:00:00,5.8175,22.23,27.26,18.4725
3/1/2016 02:00,2016-01-03T02:00:00,5.786666667,22.23,27.255,18.41083333
3/1/2016 03:00,2016-01-03T03:00:00,5.420833333,22.23,27.265,18.49333333
3/1/2016 04:00,2016-01-03T04:00:00,5.4575,22.23,27.25,18.53333333
3/1/2016 05:00,2016-01-03T05:00:00,6.07,22.23,27.25,18.54583333
3/1/2016 06:00,2016-01-03T06:00:00,6.2625,22.23,27.24833333,18.60416667
3/1/2016 07:00,2016-01-03T07:00:00,6.301666667,22.23,27.24833333,18.67583333
3/1/2016 08:00,2016-01-03T08:00:00,6.395,22.23,27.25,18.675
3/1/2016 09:00,2016-01-03T09:00:00,6.584166667,22.23,27.25,18.70666667
3/1/2016 10:00,2016-01-03T10:00:00,6.8875,22.23,27.24666667,18.69666667
3/1/2016 11:00,2016-01-03T11:00:00,7.620833333,22.23,27.24833333,18.55666667
3/1/2016 12:00,2016-01-03T12:00:00,8.408333333,22.23,27.24833333,18.39583333
3/1/2016 13:00,2016-01-03T13:00:00,8.873333333,22.23,27.2525,18.34833333
3/1/2016 14:00,2016-01-03T14:00:00,9.274166667,22.23,27.2525,18.28666667
3/1/2016 15:00,2016-01-03T15:00:00,8.6975,22.23,27.25,18.2925
3/1/2016 16:00,2016-01-03T16:00:00,7.655,22.23,27.25,18.275
3/1/2016 17:00,2016-01-03T17:00:00,6.699166667,22.23083333,27.245,18.29416667
3/1/2016 18:00,2016-01-03T18:00:00,6.165833333,22.23166667,27.24666667,18.44083333
3/1/2016 19:00,2016-01-03T19:00:00,5.925,22.23166667,27.24,18.53416667
3/1/2016 20:00,2016-01-03T20:00:00,5.749166667,22.23333333,27.23,18.46083333
3/1/2016 21:00,2016-01-03T21:00:00,5.3275,22.23416667,27.23,18.57166667
3/1/2016 22:00,2016-01-03T22:00:00,5.359166667,22.23416667,27.23,18.54916667
3/1/2016 23:00,2016-01-03T23:00:00,5.368333333,22.23666667,27.225,18.51833333
4/1/2016 00:00,2016-01-04T00:00:00,5.305,22.23583333,27.21,18.53666667
4/1/2016 01:00,2016-01-04T01:00:00,5.199166667,22.23583333,27.2025,18.57583333
4/1/2016 02:00,2016-01-04T02:00:00,5.18,22.23916667,27.2025,18.52083333
4/1/2016 03:00,2016-01-04T03:00:00,4.9975,22.23916667,27.205,18.48416667
4/1/2016 04:00,2016-01-04T04:00:00,4.790833333,22.24,27.21,18.335
4/1/2016 05:00,2016-01-04T05:00:00,4.830833333,22.23916667,27.2,18.29166667
4/1/2016 06:00,2016-01-04T06:00:00,4.91,22.23666667,27.2,18.34583333
4/1/2016 07:00,2016-01-04T07:00:00,4.868333333,22.23333333,27.2275,18.4875
4/1/2016 08:00,2016-01-04T08:00:00,4.668333333,22.23,27.23333333,18.52916667
4/1/2016 09:00,2016-01-04T09:00:00,4.7425,22.23,27.245,18.53
4/1/2016 10:00,2016-01-04T10:00:00,5.155833333,22.23,27.24666667,18.475
4/1/2016 11:00,2016-01-04T11:00:00,5.8825,22.23,27.24833333,18.44833333
4/1/2016 12:00,2016-01-04T12:00:00,7.4125,22.23,27.265,18.42666667
4/1/2016 13:00,2016-01-04T13:00:00,7.919166667,22.23,27.28,18.38333333
4/1/2016 14:00,2016-01-04T14:00:00,8.213333333,22.23083333,27.275,18.42083333
4/1/2016 15:00,2016-01-04T15:00:00,8.206666667,22.23,27.265,18.36583333
4/1/2016 16:00,2016-01-04T16:00:00,7.7375,22.23,27.28,18.58583333
4/1/2016 17:00,2016-01-04T17:00:00,7.071666667,22.23083333,27.27,18.53916667
4/1/2016 18:00,2016-01-04T18:00:00,6.425833333,22.23166667,27.2625,18.53583333
4/1/2016 19:00,2016-01-04T19:00:00,5.558333333,22.23,27.24666667,18.35083333
4/1/2016 20:00,2016-01-04T20:00:00,4.889166667,22.23,27.22,18.25666667
4/1/2016 21:00,2016-01-04T21:00:00,4.251666667,22.23,27.18833333,18.2725
4/1/2016 22:00,2016-01-04T22:00:00,4.176666667,22.23,27.17,18.18333333
4/1/2016 23:00,2016-01-04T23:00:00,4.448333333,22.23,27.145,18.15916667
5/1/2016 00:00,2016-01-05T00:00:00,4.478333333,22.23,27.12,18.08083333
5/1/2016 01:00,2016-01-05T01:00:00,3.889166667,22.2325,27.095,18.04333333
5/1/2016 02:00,2016-01-05T02:00:00,3.998333333,22.23666667,27.06833333,18.01583333
5/1/2016 03:00,2016-01-05T03:00:00,3.785,22.235,27.05,18.03166667
5/1/2016 04:00,2016-01-05T04:00:00,4.2875,22.23916667,27.03333333,18.01
5/1/2016 05:00,2016-01-05T05:00:00,4.655,22.2375,27.025,17.95083333
5/1/2016 06:00,2016-01-05T06:00:00,4.793333333,22.2325,27,17.91083333
5/1/2016 07:00,2016-01-05T07:00:00,4.613333333,22.23166667,27.005,18.0275
5/1/2016 08:00,2016-01-05T08:00:00,3.93,22.23,27.025,18.19583333
5/1/2016 09:00,2016-01-05T09:00:00,4.093333333,22.23,27.03,18.32333333
5/1/2016 10:00,2016-01-05T10:00:00,4.923333333,22.23,27.03333333,18.38166667
5/1/2016 11:00,2016-01-05T11:00:00,5.4625,22.23,27.04833333,18.3875
5/1/2016 12:00,2016-01-05T12:00:00,7.21,22.23,27.04333333,18.2875
5/1/2016 13:00,2016-01-05T13:00:00,7.463333333,22.2325,27.05166667,18.15333333
5/1/2016 14:00,2016-01-05T14:00:00,8.071666667,22.235,27.05333333,18.16666667
5/1/2016 15:00,2016-01-05T15:00:00,7.93,22.235,27.06916667,18.2
5/1/2016 16:00,2016-01-05T16:00:00,7.636666667,22.23083333,27.075,18.22083333
5/1/2016 17:00,2016-01-05T17:00:00,7.275833333,22.2325,27.07,18.17833333
5/1/2016 18:00,2016-01-05T18:00:00,6.956666667,22.23083333,27.06833333,18.215
5/1/2016 19:00,2016-01-05T19:00:00,6.5075,22.23,27.06833333,18.22166667
5/1/2016 20:00,2016-01-05T20:00:00,6.415,22.23,27.055,18.12666667
5/1/2016 21:00,2016-01-05T21:00:00,6.216666667,22.23,27.04166667,18.0525
5/1/2016 22:00,2016-01-05T22:00:00,6.086666667,22.23,27.03,18.01333333
5/1/2016 23:00,2016-01-05T23:00:00,6.046666667,22.23,27.0175,18.01666667
6/1/2016 00:00,2016-01-06T00:00:00,5.764166667,22.23,26.99833333,18.03833333
6/1/2016 01:00,2016-01-06T01:00:00,5.574166667,22.23,26.985,17.97583333
6/1/2016 02:00,2016-01-06T02:00:00,4.843333333,22.23,26.98,17.9675
6/1/2016 03:00,2016-01-06T03:00:00,4.351666667,22.23,26.9675,17.9225
6/1/2016 04:00,2016-01-06T04:00:00,4.2825,22.23,26.95,17.91
6/1/2016 05:00,2016-01-06T05:00:00,4.539166667,22.23,26.93666667,17.885
6/1/2016 06:00,2016-01-06T06:00:00,5.033333333,22.23,26.93166667,17.92333333
6/1/2016 07:00,2016-01-06T07:00:00,5.1825,22.23,26.96,18.08666667
6/1/2016 08:00,2016-01-06T08:00:00,5.025833333,22.23,26.98666667,18.1375
6/1/2016 09:00,2016-01-06T09:00:00,5.108333333,22.23,27,18.13583333
6/1/2016 10:00,2016-01-06T10:00:00,5.455,22.23,27.01,18.21083333
6/1/2016 11:00,2016-01-06T11:00:00,6.04,22.23,27.0175,18.29083333
6/1/2016 12:00,2016-01-06T12:00:00,6.450833333,22.23,27.03166667,18.23583333
6/1/2016 13:00,2016-01-06T13:00:00,7.266666667,22.23,27.03666667,18.18666667
6/1/2016 14:00,2016-01-06T14:00:00,7.326666667,22.23,27.04333333,18.19916667
6/1/2016 15:00,2016-01-06T15:00:00,6.4575,22.23,27.04833333,18.165
6/1/2016 16:00,2016-01-06T16:00:00,5.555833333,22.23,27.05,18.21583333
6/1/2016 17:00,2016-01-06T17:00:00,6.026666667,22.23,27.05,18.27166667
6/1/2016 18:00,2016-01-06T18:00:00,6.031666667,22.23,27.05,18.24833333
6/1/2016 19:00,2016-01-06T19:00:00,5.783333333,22.23,27.04833333,18.2375
6/1/2016 20:00,2016-01-06T20:00:00,5.7025,22.22833333,27.03833333,18.25166667
6/1/2016 21:00,2016-01-06T21:00:00,5.518333333,22.22166667,27.03,18.26583333
6/1/2016 22:00,2016-01-06T22:00:00,5.3075,22.22583333,27.03,18.21666667
6/1/2016 23:00,2016-01-06T23:00:00,5.415,22.2225,27.0225,18.17583333
7/1/2016 00:00,2016-01-07T00:00:00,5.5425,22.22166667,27,18.32583333
7/1/2016 01:00,2016-01-07T01:00:00,5.449166667,22.2275,26.98833333,18.2475
7/1/2016 02:00,2016-01-07T02:00:00,5.415,22.22916667,26.98,18.26166667
7/1/2016 03:00,2016-01-07T03:00:00,5.243333333,22.23,26.9575,18.31416667
7/1/2016 04:00,2016-01-07T04:00:00,5.080833333,22.23,26.94833333,18.25
7/1/2016 05:00,2016-01-07T05:00:00,4.85,22.23,26.93333333,18.25
7/1/2016 06:00,2016-01-07T06:00:00,4.145,22.23,26.93333333,18.3325
7/1/2016 07:00,2016-01-07T07:00:00,3.771666667,22.22583333,26.93666667,18.4025
7/1/2016 08:00,2016-01-07T08:00:00,2.975833333,22.22,26.945,18.6
7/1/2016 09:00,2016-01-07T09:00:00,2.728333333,22.2275,26.955,18.82333333
7/1/2016 10:00,2016-01-07T10:00:00,3.34,22.23,26.9725,18.90166667
7/1/2016 11:00,2016-01-07T11:00:00,4.835,22.23,27.03833333,18.78
7/1/2016 12:00,2016-01-07T12:00:00,6.0725,22.23,27.14083333,18.88666667
7/1/2016 13:00,2016-01-07T13:00:00,6.315833333,22.23,27.07166667,18.79
7/1/2016 14:00,2016-01-07T14:00:00,6.303333333,22.23,27.06,18.76833333
7/1/2016 15:00,2016-01-07T15:00:00,5.886666667,22.23,27.04833333,18.58416667
7/1/2016 16:00,2016-01-07T16:00:00,5.459166667,22.23,27.04666667,18.59333333
7/1/2016 17:00,2016-01-07T17:00:00,5.264166667,22.23,27.04166667,18.5
7/1/2016 18:00,2016-01-07T18:00:00,5.173333333,22.23,27.05,18.54083333
7/1/2016 19:00,2016-01-07T19:00:00,4.689166667,22.22833333,27.02583333,18.26916667
7/1/2016 20:00,2016-01-07T20:00:00,5.73,22.22833333,26.99416667,18.10166667
7/1/2016 21:00,2016-01-07T21:00:00,5.996666667,22.22916667,26.9625,17.98166667
7/1/2016 22:00,2016-01-07T22:00:00,6.129166667,22.23,26.93833333,17.92
7/1/2016 23:00,2016-01-07T23:00:00,5.884166667,22.23,26.9275,17.90583333
8/1/2016 00:00,2016-01-08T00:00:00,5.515,22.22666667,26.9,17.89916667
8/1/2016 01:00,2016-01-08T01:00:00,5.728333333,22.22833333,26.9,17.86916667
8/1/2016 02:00,2016-01-08T02:00:00,5.305833333,22.23,26.89333333,17.83416667
8/1/2016 03:00,2016-01-08T03:00:00,4.158333333,22.23,26.88,17.8825
8/1/2016 04:00,2016-01-08T04:00:00,3.461666667,22.23,26.8575,17.93166667
8/1/2016 05:00,2016-01-08T05:00:00,3.653333333,22.23,26.85,17.97666667
8/1/2016 06:00,2016-01-08T06:00:00,4.3425,22.23,26.835,18.05916667
8/1/2016 07:00,2016-01-08T07:00:00,4.111666667,22.23,26.845,18.3075
8/1/2016 08:00,2016-01-08T08:00:00,2.845833333,22.22166667,26.8575,18.56333333
8/1/2016 09:00,2016-01-08T09:00:00,2.640833333,22.22,26.88,18.68333333
8/1/2016 10:00,2016-01-08T10:00:00,3.480833333,22.225,26.88333333,18.80333333
8/1/2016 11:00,2016-01-08T11:00:00,4.67,22.22916667,26.88333333,18.71833333
8/1/2016 12:00,2016-01-08T12:00:00,5.8125,22.22833333,26.915,18.54
8/1/2016 13:00,2016-01-08T13:00:00,6.425,22.22916667,26.92,18.48416667
8/1/2016 14:00,2016-01-08T14:00:00,7.539166667,22.2225,26.93,18.3925
8/1/2016 15:00,2016-01-08T15:00:00,8.128333333,22.22666667,26.90083333,18.09416667
8/1/2016 16:00,2016-01-08T16:00:00,7.603333333,22.22166667,26.89,18.07416667
8/1/2016 17:00,2016-01-08T17:00:00,6.805833333,22.2225,26.88,18.05333333
8/1/2016 18:00,2016-01-08T18:00:00,6.381666667,22.22166667,26.88,18.13
8/1/2016 19:00,2016-01-08T19:00:00,6.318333333,22.21833333,26.88166667,18.10666667
8/1/2016 20:00,2016-01-08T20:00:00,6.176666667,22.21416667,26.88166667,18.125
8/1/2016 21:00,2016-01-08T21:00:00,6.05,22.21083333,26.88,18.1725
8/1/2016 22:00,2016-01-08T22:00:00,6.003333333,22.21,26.88166667,18.12083333
8/1/2016 23:00,2016-01-08T23:00:00,5.86,22.21,26.8775,18.23416667
9/1/2016 00:00,2016-01-09T00:00:00,5.859166667,22.2075,26.8725,18.29166667
9/1/2016 01:00,2016-01-09T01:00:00,5.5075,22.21083333,26.8725,18.26583333
9/1/2016 02:00,2016-01-09T02:00:00,5.673333333,22.21,26.875,18.3525
9/1/2016 03:00,2016-01-09T03:00:00,5.979166667,22.21083333,26.875,18.33083333
9/1/2016 04:00,2016-01-09T04:00:00,6.0925,22.20666667,26.86,18.33916667
9/1/2016 05:00,2016-01-09T05:00:00,6.095,22.2025,26.8575,18.28666667
9/1/2016 06:00,2016-01-09T06:00:00,6.115833333,22.20416667,26.8525,18.2625
9/1/2016 07:00,2016-01-09T07:00:00,6.161666667,22.20416667,26.8475,18.06333333
9/1/2016 08:00,2016-01-09T08:00:00,6.128333333,22.20166667,26.8325,18.035
9/1/2016 09:00,2016-01-09T09:00:00,6.178333333,22.20833333,26.84,18.10833333
9/1/2016 10:00,2016-01-09T10:00:00,6.495,22.21,26.8375,18.08416667
9/1/2016 11:00,2016-01-09T11:00:00,7.416666667,22.21,26.83,18.06916667
9/1/2016 12:00,2016-01-09T12:00:00,7.8975,22.21166667,26.825,17.975
9/1/2016 13:00,2016-01-09T13:00:00,8.224166667,22.21166667,26.82,17.92333333
9/1/2016 14:00,2016-01-09T14:00:00,8.896666667,22.21,26.8225,17.89166667
9/1/2016 15:00,2016-01-09T15:00:00,9.135,22.21,26.83,17.86583333
9/1/2016 16:00,2016-01-09T16:00:00,8.7,22.21,26.84,17.8975
9/1/2016 17:00,2016-01-09T17:00:00,8.545,22.21,26.85,17.9025
9/1/2016 18:00,2016-01-09T18:00:00,8.0075,22.20583333,26.85,17.95916667
9/1/2016 19:00,2016-01-09T19:00:00,7.1075,22.2,26.8725,18.18833333
9/1/2016 20:00,2016-01-09T20:00:00,6.333333333,22.2,26.88166667,18.32333333
9/1/2016 21:00,2016-01-09T21:00:00,5.589166667,22.2,26.89833333,18.37833333
9/1/2016 22:00,2016-01-09T22:00:00,5.256666667,22.2,26.91,18.41666667
9/1/2016 23:00,2016-01-09T23:00:00,6.035,22.2,26.9025,18.58
10/1/2016 00:00,2016-01-10T00:00:00,5.731666667,22.2,26.915,18.585
10/1/2016 01:00,2016-01-10T01:00:00,5.773333333,22.2,26.92,18.36916667
10/1/2016 02:00,2016-01-10T02:00:00,5.355,22.2,26.91,18.42916667
10/1/2016 03:00,2016-01-10T03:00:00,5.583333333,22.2,26.9025,18.40166667
10/1/2016 04:00,2016-01-10T04:00:00,5.620833333,22.2,26.9,18.27
10/1/2016 05:00,2016-01-10T05:00:00,5.931666667,22.20666667,26.89166667,18.22083333
10/1/2016 06:00,2016-01-10T06:00:00,5.9425,22.20916667,26.88666667,18.23583333
10/1/2016 07:00,2016-01-10T07:00:00,6.275833333,22.20833333,26.88833333,18.3175
10/1/2016 08:00,2016-01-10T08:00:00,6.518333333,22.21,26.89333333,18.3
10/1/2016 09:00,2016-01-10T09:00:00,6.645,22.21,26.88833333,18.21083333
10/1/2016 10:00,2016-01-10T10:00:00,6.790833333,22.2125,26.885,18.145
10/1/2016 11:00,2016-01-10T11:00:00,7.098333333,22.21833333,26.88833333,18.14083333
10/1/2016 12:00,2016-01-10T12:00:00,7.6175,22.215,26.88333333,18.11583333
10/1/2016 13:00,2016-01-10T13:00:00,8.421666667,22.21,26.88,18.0525
10/1/2016 14:00,2016-01-10T14:00:00,8.933333333,22.21,26.8775,18.01416667
10/1/2016 15:00,2016-01-10T15:00:00,8.8325,22.2125,26.8675,17.98583333
10/1/2016 16:00,2016-01-10T16:00:00,8.5625,22.21166667,26.865,17.9925
10/1/2016 17:00,2016-01-10T17:00:00,8.47,22.21583333,26.87,17.99666667
10/1/2016 18:00,2016-01-10T18:00:00,7.985,22.21833333,26.8725,18.04666667
10/1/2016 19:00,2016-01-10T19:00:00,7.538333333,22.21083333,26.88,18.0675
10/1/2016 20:00,2016-01-10T20:00:00,7.014166667,22.21083333,26.8675,18.24
10/1/2016 21:00,2016-01-10T21:00:00,6.774166667,22.21333333,26.8775,18.28666667
10/1/2016 22:00,2016-01-10T22:00:00,6.764166667,22.21333333,26.88666667,18.37583333
10/1/2016 23:00,2016-01-10T23:00:00,6.675,22.21,26.89666667,18.41416667
11/1/2016 00:00,2016-01-11T00:00:00,6.501666667,22.21166667,26.9,18.35666667
11/1/2016 01:00,2016-01-11T01:00:00,6.185,22.2175,26.90333333,18.40333333
11/1/2016 02:00,2016-01-11T02:00:00,6.238333333,22.2175,26.9,18.5075
11/1/2016 03:00,2016-01-11T03:00:00,6.3525,22.22,26.9,18.51416667
11/1/2016 04:00,2016-01-11T04:00:00,6.44,22.21916667,26.9,18.43166667
11/1/2016 05:00,2016-01-11T05:00:00,6.554166667,22.21833333,26.885,18.46916667
11/1/2016 06:00,2016-01-11T06:00:00,6.645833333,22.2125,26.88166667,18.52666667
11/1/2016 07:00,2016-01-11T07:00:00,6.555,22.21916667,26.97916667,18.58333333
11/1/2016 08:00,2016-01-11T08:00:00,5.768333333,22.22416667,27.44,19.17666667
11/1/2016 09:00,2016-01-11T09:00:00,5.165833333,22.22416667,27.65583333,19.51416667
11/1/2016 10:00,2016-01-11T10:00:00,4.955833333,22.22833333,28.03666667,19.7025
11/1/2016 11:00,2016-01-11T11:00:00,4.734166667,22.23,28.80416667,20.1875
11/1/2016 12:00,2016-01-11T12:00:00,4.828333333,22.23,28.5825,20.10083333
11/1/2016 13:00,2016-01-11T13:00:00,5.685,22.23,28.29083333,19.9225
11/1/2016 14:00,2016-01-11T14:00:00,6.816666667,22.23,28.23583333,19.93
11/1/2016 15:00,2016-01-11T15:00:00,6.846666667,22.23,28.2425,19.89583333
11/1/2016 16:00,2016-01-11T16:00:00,6.844166667,22.23,28.20833333,19.89083333
11/1/2016 17:00,2016-01-11T17:00:00,6.879166667,22.23,28.2025,20.02583333
11/1/2016 18:00,2016-01-11T18:00:00,6.5625,22.23,28.32166667,19.96166667
11/1/2016 19:00,2016-01-11T19:00:00,6.601666667,22.23,28.39083333,19.38416667
11/1/2016 20:00,2016-01-11T20:00:00,6.664166667,22.22583333,28.2,18.97916667
11/1/2016 21:00,2016-01-11T21:00:00,6.208333333,22.22,27.89916667,18.6925
11/1/2016 22:00,2016-01-11T22:00:00,5.7575,22.22083333,27.71,18.69833333
11/1/2016 23:00,2016-01-11T23:00:00,5.338333333,22.2225,27.58583333,18.66
12/1/2016 00:00,2016-01-12T00:00:00,5.105833333,22.22166667,27.4925,18.585
12/1/2016 01:00,2016-01-12T01:00:00,5.649166667,22.22666667,27.4625,18.45416667
12/1/2016 02:00,2016-01-12T02:00:00,5.478333333,22.22666667,27.43666667,18.48083333
12/1/2016 03:00,2016-01-12T03:00:00,5.429166667,22.23,27.41083333,18.4975
12/1/2016 04:00,2016-01-12T04:00:00,5.230833333,22.23,27.38,18.43833333
12/1/2016 05:00,2016-01-12T05:00:00,5.341666667,22.23,27.3575,18.4175
12/1/2016 06:00,2016-01-12T06:00:00,4.943333333,22.23,27.33,18.43
12/1/2016 07:00,2016-01-12T07:00:00,4.7675,22.22416667,27.3375,18.71583333
12/1/2016 08:00,2016-01-12T08:00:00,4.7725,22.22,27.35,18.91583333
12/1/2016 09:00,2016-01-12T09:00:00,5.130833333,22.22416667,27.365,19.0175
12/1/2016 10:00,2016-01-12T10:00:00,5.624166667,22.23,27.3775,18.99583333
12/1/2016 11:00,2016-01-12T11:00:00,5.786666667,22.23,27.3725,19.02916667
12/1/2016 12:00,2016-01-12T12:00:00,6.650833333,22.23,27.38166667,19.04666667
12/1/2016 13:00,2016-01-12T13:00:00,6.691666667,22.23,27.37,18.96833333
12/1/2016 14:00,2016-01-12T14:00:00,7.69,22.23,27.35,18.89416667
12/1/2016 15:00,2016-01-12T15:00:00,7.52,22.23,27.34,18.87583333
12/1/2016 16:00,2016-01-12T16:00:00,6.964166667,22.23,27.325,18.81833333
12/1/2016 17:00,2016-01-12T17:00:00,5.72,22.22916667,27.3225,18.80416667
12/1/2016 18:00,2016-01-12T18:00:00,5.3675,22.22583333,27.32,18.91666667
12/1/2016 19:00,2016-01-12T19:00:00,5.206666667,22.22,27.355,18.81
12/1/2016 20:00,2016-01-12T20:00:00,4.533333333,22.22,27.38166667,18.88916667
12/1/2016 21:00,2016-01-12T21:00:00,4.449166667,22.22,27.3125,18.48916667
12/1/2016 22:00,2016-01-12T22:00:00,4.453333333,22.22,27.29166667,18.4375
12/1/2016 23:00,2016-01-12T23:00:00,4.663333333,22.22,27.25333333,18.37333333
13/1/2016 0:00,2016-01-13T00:00:00,4.596666667,22.22,27.22666667,18.325
13/1/2016 1:00,2016-01-13T01:00:00,4.5175,22.22166667,27.19666667,18.32833333
13/1/2016 2:00,2016-01-13T02:00:00,4.186666667,22.22416667,27.18166667,18.27833333
13/1/2016 3:00,2016-01-13T03:00:00,4.363333333,22.225,27.17,18.36
13/1/2016 4:00,2016-01-13T04:00:00,4.240833333,22.22833333,27.14,18.32583333
13/1/2016 5:00,2016-01-13T05:00:00,3.813333333,22.22916667,27.1175,18.2425
13/1/2016 6:00,2016-01-13T06:00:00,3.899166667,22.22583333,27.1,18.31083333
13/1/2016 7:00,2016-01-13T07:00:00,4.2025,22.22083333,27.1025,18.5975
13/1/2016 8:00,2016-01-13T08:00:00,3.740833333,22.22,27.11,18.865
13/1/2016 9:00,2016-01-13T09:00:00,4.015,22.2225,27.1225,18.93833333
13/1/2016 10:00,2016-01-13T10:00:00,4.045833333,22.22916667,27.13,19.02166667
13/1/2016 11:00,2016-01-13T11:00:00,4.9575,22.23,27.13,18.97666667
13/1/2016 12:00,2016-01-13T12:00:00,5.763333333,22.22916667,27.13333333,18.8325
13/1/2016 13:00,2016-01-13T13:00:00,6.09,22.23,27.15,18.69666667
13/1/2016 14:00,2016-01-13T14:00:00,6.21,22.23,27.155,18.67583333
13/1/2016 15:00,2016-01-13T15:00:00,6.041666667,22.23,27.14833333,18.71583333
13/1/2016 16:00,2016-01-13T16:00:00,5.319166667,22.23,27.13833333,18.78
13/1/2016 17:00,2016-01-13T17:00:00,5.069166667,22.23,27.13666667,18.84333333
13/1/2016 18:00,2016-01-13T18:00:00,4.7125,22.22583333,27.13666667,18.78416667
13/1/2016 19:00,2016-01-13T19:00:00,4.370833333,22.22,27.1125,18.36
13/1/2016 20:00,2016-01-13T20:00:00,4.061666667,22.22,27.075,18.28416667
13/1/2016 21:00,2016-01-13T21:00:00,3.813333333,22.22,27.04833333,18.23166667
13/1/2016 22:00,2016-01-13T22:00:00,3.37,22.22,27.025,18.15
13/1/2016 23:00,2016-01-13T23:00:00,3.421666667,22.22,27,18.09083333
